AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0342_49M	19801.9116485233	7094.22363895469	34692.4271369801	60798.3698846985	168401.046542745	15187.2462414971	8375.24500205661	226398.735751556	8608.29594695762	16560.9842655632	260.734503988578	1217.70005955029	11861.0530366631	129353.089382782	78847.6585946598	4908.18641119533	17123.1418841091	117105.86672412	28741.6053713718	33224.7697159139	256.618302051349	861.374290707836	711.256151702875	691.706345542727	8916.75316611006
S0396_49M	18794.4875219185	6467.33182010488	25030.8191558165	72754.0826107612	162202.091706967	16632.2234464714	9131.33544159278	227591.553189947	9238.77821023986	11093.2996874124	1199.2758093639	1866.97988712638	9213.92967411219	103546.205560007	102710.517155782	4076.17171819483	13259.2078038559	130069.503288434	28328.5801540973	38348.2974745545	0	660.330293747869	363.49973033441	0	7421.49865915901
S0401_49M	16538.688501815	4138.97711562694	34613.083264713	63132.6182132833	153884.949602038	16045.3367877507	7030.93251469175	295942.910462458	5936.1163279313	14172.7337332061	469.037034058235	625.865354074639	13086.6486991129	132268.244111662	49057.2975399186	6989.91727731527	17423.8817830837	108024.390258071	20312.0755902499	30891.4598668342	461.632371005632	1162.14895712072	0	0	7791.0546339793
S0300_49.8M	13123.5237995504	6872.2789525819	30903.1175844137	97253.7374907549	113138.754198819	24818.29967329	9651.47499750115	200604.128397822	12363.5774303127	15940.136747737	198.837492396826	51472.3247374953	15316.7095201482	65313.5991325838	5086.15338823777	71273.1211767561	159072.585206383	84611.9293649681	6066.72716247107	6547.86293019656	0	656.888525911951	0	0	9714.23208966868
S0324_49.8M	13228.5943387042	2806.80622986599	14225.7689086284	44923.246194625	69318.3004236036	7352.0174380636	3632.72919305788	251766.282826577	6300.81131578484	12553.2716960912	636.145613978881	636.636562295136	5980.69579800134	196003.236330825	92932.650304754	11226.6544498895	33126.530142782	155440.00370793	30053.3069617014	38937.3259132202	313.051408270507	525.399849890948	0	0	8080.53439145921
ASE_68_50M	15323.609542404	6987.05536254801	12432.6849664931	16016.6627490933	13309.2699861991	10304.2769771504	4949.23505227097	10551.9167956106	74552.1264157859	16374.1501282862	12197.7976848427	651.05127421619	1946.97917730842	21765.1181716669	11181.3759007341	1309.21952342986	630.288370676635	2031.50075516258	13092.1830419122	28880.6837918149	716724.969137004	2014.85978423464	23.3503874035049	0	6749.6350237521
MED_25_50M	16572.5909122991	50760.2982272745	10227.3040353251	15151.4294294316	13248.6291483326	8147.10652589675	6315.847568215	113279.162570226	13375.2072433832	13660.2120831641	77540.0005676757	2084.55544929935	3493.5838369324	288710.435727614	21410.073536735	866.60603122905	3928.96426288757	83754.1322624715	16525.5072419735	29485.9077684938	85977.9239328674	33763.3505803745	25931.6117755939	29703.6218914858	36085.9373908186
PSE_100_50M	45103.3628451614	19548.5697434486	39905.4861634085	46400.7827068739	41771.2368450176	33622.7026878309	15824.8755654849	85258.3328313049	371033.034788776	45611.2830859944	457.305866382452	729.600976416067	1013.02858528731	52767.7152969535	9640.65696453953	11774.35669836	1635.49934918985	41162.4413106197	31017.2075268338	71510.8660469223	12935.0918329267	2676.70153610933	108.476699043814	35.165025001888	18456.2190221119
PSE_110_50M	48884.1002308171	23104.8151970688	34557.0473862201	53936.7403180787	43660.8416327158	24328.34511395	16358.603441143	126758.49531815	100896.247656383	55579.6688204042	146.5912799162	1336.64020199105	2711.88615420963	77522.7812030954	3666.39688699842	152845.737527958	14310.9130764781	38094.7892011104	75890.6676513181	76170.7998606565	336.646452496291	3611.96326333214	177.726892522505	21.6052295359905	25089.9500034506
S0002_50M	57683.5560125627	22717.5540739478	61574.6800097973	64295.2352410076	59608.1698409121	24216.0709209753	22051.7685727209	8714.45608875566	34737.1656997176	115959.821709365	0	0	0	226210.887006853	141628.829668086	0	0	3427.65078114547	33710.388940959	42789.0428247323	0	2773.3361079977	0	1781.64981696715	76119.7366834973
S0016_50M	33438.4952090073	17124.0781444585	33184.4752130158	38086.7025489839	35098.8417859031	7598.79737611371	9451.85125363432	302905.314441409	27134.6090246216	89820.0881234965	2739.5777548204	304.632448512014	8031.44808204261	69387.3119260507	106672.596140475	81296.0674919336	9389.52945046717	38451.5453613514	29659.9769317843	37916.9888033747	0	0	0	0	22307.0724885447
S0028_50M	51582.9552552444	22678.2641766832	29309.8305855049	48233.3505397088	52545.1088843797	12830.9158837762	9906.13356668252	295126.618487649	29696.8678666553	116007.32535008	1541.96732234062	0	0	37041.4258091701	67490.7971265469	66519.5281380469	1022.8805581185	52138.4992769908	53117.5098571321	27596.7951096272	0	0	0	0	25613.2262056623
S0138_50M	15209.1626520283	3150.9283080122	26616.4781169433	232260.700129928	99857.1775394514	30959.4008376461	12121.0541390703	177010.606909352	9867.70117370435	5969.67051365506	0	4129.31963282413	26278.2377923084	75499.3450205444	11456.5141742412	25268.3830393544	170122.291494888	59735.1023273341	2811.49367821775	7952.64550600521	312.384322140232	0	0	0	3411.40269235096
S0158_50M	74103.0479184501	21386.6312412973	50255.4527416831	97739.0199886845	58666.7126818452	17111.3025434304	15098.0736153697	35736.7463849092	42190.0929144394	138584.414252157	2643.90016418014	0	0	67654.3654952429	120230.236403818	16589.9982036319	3507.71905002639	0	106689.922874007	41640.0462295031	0	0	0	2338.01369153783	87834.3036057867
S0182_50M	8959.51871659024	2429.06281082522	15327.5031512154	56202.6605550068	108373.503244384	13132.3525905139	5658.89769068211	250655.054878616	3907.86896355036	6212.75679645943	0	771.340127950046	7212.73670914392	228562.339384433	35111.9031185716	12047.5393597931	17091.4322308071	181971.732305618	11053.6958483769	28376.499298819	325.104679738149	0	0	0	6616.49753890581
S0185_50M	8377.77934646257	1255.21661645644	8997.443995099	22882.8182640156	47151.3891763515	5185.41846469588	3481.22818461768	325512.023690776	4293.71689516716	8420.82099727542	0	976.137565444833	10944.8847534787	68382.5000899791	8039.38174496515	7459.19400454982	277900.231740274	166458.991845076	5999.98958978133	13790.7078173489	0	201.395333197921	0	0	4288.72988498677
S0197_50M	19539.8495984547	4060.16807820371	40744.8309570972	171062.836695188	306035.218463842	20710.932176603	12611.7643172966	140473.651782767	6336.67766663366	9630.67952790787	0	1262.97964230053	23920.750988364	27597.5687761884	6994.30535627762	11012.1629883482	154875.525547844	30293.2107455347	1707.88451783458	6211.22817418364	931.561849543613	0	286.884836299712	0	3699.32731328759
S0200_50M	9427.18408988576	2813.7842857595	16150.736374011	38899.2992503836	233412.72229832	8844.35451898263	7101.43315477517	138091.636155152	4474.17041931762	8553.51417854676	0	1084.97283874833	16478.1321725027	43111.3530635387	5383.19387541198	17707.182668194	370839.618395702	68596.1849078151	1694.70129803861	4999.10771852997	0	0	0	0	2336.71833638512
S0221_50M	56204.617510706	11428.449773126	26065.3256633443	49104.3250910074	57474.8876873633	14368.8714031794	16640.2726755881	12603.869225337	34206.6152797583	78266.8621221892	2590.18884894636	0	0	59516.6940078821	79506.7225890311	2031.62116961083	6872.91819237998	161944.048374199	191199.690702677	74171.1292310499	0	0	0	0	65802.8904526253
S0224_50M	9963.2195305537	4482.81181987071	7602.5578013041	22446.684959386	31029.705797282	9104.61917209101	6694.51327815063	255433.30123413	8643.9998565015	16627.2631274129	2344.62027489262	31129.3013025147	16638.7944093453	180355.734925236	43181.3473017617	15999.3768901607	43704.7449340671	218988.384462044	21230.2366978627	42801.221846018	692.281763281089	0	639.587614379457	414.671807840822	9851.01919391302
S0227_50M	9104.17623785101	3004.86465565033	3263.4837319579	5533.2533096171	5088.66178749054	2158.84867167339	1875.08623088663	290125.444809037	3372.70970529866	7289.49884958776	583.743733139727	778.925653416499	796.651222527878	309187.509479159	35753.4678806941	5837.72612218932	14133.9922720093	268233.480512164	8330.76197479825	19745.4717599053	0	241.060272229257	0	0	5561.18112871751
S0331_50M	19873.6516831889	10459.1587851752	29557.245382612	63732.5201296831	138901.014813312	14212.8336634078	10665.3903846787	327404.350544547	7984.46319560524	17453.1393677883	1436.66965058233	1821.18598222767	10282.5872295557	89956.136345621	84931.5243756369	4282.05079053656	15820.3016259097	84415.8571156525	19654.6905421487	38671.2519967318	565.595608868541	949.249356967377	130.636095505828	381.13617436685	6457.3591596902
S0381_50M	19445.0664077614	4961.74631530373	27819.6176790789	59759.8423242795	142867.918914519	14621.1379595272	11438.7883759622	278277.22399898	8585.76673732663	11312.2657464608	843.412289002323	2391.51238960873	13044.984960269	109671.545901839	103555.301640905	7773.00758417393	15945.3677009776	107750.659299499	23243.0142587995	24151.4598088452	1867.71911273631	870.729673168651	383.456587574733	559.375172145589	8859.07916125622
S0391_50M	19739.4088151586	6473.77765749923	27955.0769405272	63419.8263854506	145949.793885693	11069.6023940258	10557.2040751372	219519.135364743	6006.78728096836	14983.4778553456	1056.41456741396	1644.57978259004	13028.8606530711	107026.372196809	111492.841491145	4971.60861436767	20089.1393683006	130750.572154616	44016.0777473649	33023.8644173758	0	0	0	0	7225.57835239623
S0413_50M	13627.6283991202	6717.56159132911	29875.9758614805	66673.9306964114	163969.808613835	15202.6569672028	7987.84449025307	355976.733419214	7037.24191268315	14646.396057117	1598.61933551398	3199.70615474192	11358.588117362	101253.351007505	72047.4587221963	3582.51747385748	16967.3804567784	49683.1230233416	17532.1879125843	33842.3752996073	449.537718834945	377.233648781593	207.660213234942	605.857201519309	5578.62570549474
S0446_50M	8857.49660956313	5541.69935613422	22750.5184311321	52145.8196511039	100629.865602457	10451.2817115344	10489.6120877009	290915.24353815	3732.05691653412	6506.04054727304	0	1759.74662794705	11655.7969974615	170797.983857739	129152.939648365	3842.04965757132	32493.8691604197	59376.2494081733	38939.656211965	34796.9758608668	1483.39712448115	0	0	0	3681.70099342696
S0461_50.2M	55025.6042930714	14613.8296961706	26386.5270364801	64753.0792931862	44293.5612497106	19522.1800871579	12412.3482088171	111474.992732723	30755.2570349395	127144.598918821	0	0	0	41512.0406088614	81192.5006893599	1948.41161985349	0	96673.3420230458	150362.320403492	57795.7950149149	0	1025.82392137556	0	0	63107.7871680188
S0313_50.3M	12385.2857936427	5550.71635582669	25006.8984504315	98578.4279395796	164389.170008422	14733.1449226241	6385.82635583353	277210.647850769	6922.4618780357	9309.4666343368	0	373.039141513822	16956.8080704348	64091.4121403227	55301.7065124282	9867.43878554755	82340.4717560914	118606.846460248	8529.76003282423	18812.7355574303	550.300291440622	0	0	0	4097.43506221653
S0245_50.4M	27265.9930059806	2663.51836324545	24299.1744030041	193084.747883566	57033.2454659773	52489.0197679697	21020.9007352575	81099.4948362091	16897.6090764762	6069.51019801121	0	4780.55580464905	54970.7953577682	58677.5383568269	6042.34683070559	20010.1124772855	309531.334743584	55961.0554699384	1937.43758603644	3494.84870320349	77.4965447758709	65.031927531095	143.195539229378	0	2385.03692276917
S0280_50.4M	8113.91225288065	4852.5131057664	26266.4443768591	96325.4651613201	102705.151330501	13910.3128646149	10927.8961072237	219058.643259931	5954.88464490568	10417.2347535547	0	704.410524223689	15529.4929550503	128191.640739856	43360.9280832442	18632.7035266758	141301.038178703	128317.095971744	10911.0324445697	10392.6960048542	0	0	0	0	4126.50371352202
S0293_50.4M	13251.2054630974	2245.37803084024	12745.9088825172	61937.9631787888	96951.9857058224	9598.50775724802	7265.24174993868	332926.905758094	3584.3546696565	12050.7814960568	0	1086.49400239296	8148.93735259574	79940.360038122	53111.053200415	14210.0260045605	103030.986399466	141685.629227203	24442.6274945514	18652.9276566218	0	168.122938847577	0	180.009557419532	2784.5934357441
S0265_50.6M	12178.5131478594	6753.64403007156	27155.4613938923	98661.907011815	134403.538448375	24152.9930337929	11363.2382016458	204358.139488361	7299.64596047053	10823.5536071826	0	3131.78993953099	17701.9260976064	74073.0975721558	43620.1862261431	23851.6581796922	165169.780928383	112757.74629779	7633.06740422584	10811.7550621061	0	337.119916756625	371.156677170962	0	3390.08137497377
S0308_50.6M	12532.9696231413	5642.90803583623	21311.6255180237	70860.1224851804	92590.6864034529	16020.4478556025	7067.78167416439	172913.578087114	7763.88193086616	11906.4323895435	0	9413.5898152975	19218.0837545659	110912.020195842	19558.2546758106	41549.108331209	180953.914669689	170556.343487166	11694.2497446749	10277.9878128734	0	0	0	0	7256.01350994645
S0479_50.9M	47483.3407514045	24316.537945403	28273.5763259774	62688.1444848287	38536.9071137024	16185.6693694918	12496.1775209737	127251.671850859	28898.7709768076	141540.45823646	0	0	0	46726.2256687277	68551.7472680902	3051.33206477674	0	81902.9603185904	155069.96486419	54307.0552673673	0	0	0	0	62719.4599723485
S0212_51M	64083.4767937623	52781.8101578067	49155.8200591503	90147.5308105858	82477.655817316	24056.2332070082	28179.2107664096	2910.52175015858	32583.7463847989	112314.570341205	897.200793712019	0	0	55755.9607867653	237148.981743321	0	4166.17437168783	572.396719248169	44152.3827694946	59733.2394514657	0	7410.08272288399	0	2380.1969925076	49092.8075607119
S0215_51M	77650.0386856597	47000.0714113752	62530.3908448052	77622.2224741682	58564.4797869507	16619.8225675618	14257.0737133951	83150.4435141229	48357.5181916207	96070.2478186524	0	0	0	91787.0180581245	84014.5058320522	3133.17888519885	5299.72872949267	38227.2130302097	55042.2805076602	62912.9488857553	0	1649.59488931166	0	0	76111.222173883
S0218_51M	38292.46257046	19166.1662002694	38856.0419067353	54557.3861176126	43891.2763861564	19077.1257801201	13953.3461689654	19375.9610772735	23902.6904572754	105810.036426041	1085.9738406019	0	0	67487.139218345	84570.4406190445	2555.3589790658	7203.92392291948	76904.1594006679	251178.069850802	69968.9479157378	1068.82962854679	0	1974.94785666556	2880.995745276	56238.7199314186
S0255_51M	19636.2102947796	9238.14624423837	34759.2381947911	71447.9480382126	172283.0651569	13977.4035516753	13679.0893531576	256376.576439917	11130.6163717743	12211.2898192742	1490.48022096346	2415.0208191721	10331.9344422737	102632.420547534	59911.7545548772	4342.23001851839	13559.6713688615	128507.004524771	23261.9248645927	28352.058204793	628.692894814539	1582.72001260719	774.451887655226	188.291265996827	7281.76090784918
S0295_51M	42340.9709378379	10560.9431312173	20945.0159369172	36104.2543519764	29195.1631151492	14432.7872794594	6685.71689620166	270416.189955588	19240.9133116284	46591.4264580461	0	3749.35457730037	9089.60358383669	94889.4449496087	85184.4115679541	108726.272306618	18639.4241681399	80469.0881423088	27655.2271670228	50064.7113813	614.553001426699	0	0	0	24404.527780463
S0339_51M	13781.9957098109	4857.4632840896	22725.3582358255	59722.9892034801	141740.142203559	13858.7328888029	9067.50990230192	372109.2697682	4473.51548360339	9243.44707838231	508.114431658273	1525.5197139544	8937.64304463234	109588.826190206	89825.6940143125	4583.21964367921	13651.0578528192	50894.2441963777	31256.1901339573	32192.0231348824	0	839.314899778727	693.04121579127	449.328047321858	3475.35972257326
S0352_51M	16679.2614699452	5299.22268858169	28039.8694037595	53552.7663582481	140713.867609952	16523.391197787	11933.8894563824	330706.587928166	4916.95963761098	6754.62941538518	2017.74164341914	1538.51340560257	9091.47478592819	118466.877907875	94869.091859109	4069.59623296399	15297.0349238316	67674.1520434085	23263.5432448946	39000.7350115064	0	952.271782951815	524.208172160918	509.799624510715	7604.51419601945
S0357_51M	19423.0421397464	9510.8319264774	29657.6296805181	36155.0878139433	125078.601894558	8715.05806446706	2973.04821143633	221158.400413641	12424.1449031935	15140.1537963547	1753.68601282362	731.266428377142	9706.17660070442	86429.797649801	171707.684180899	4814.27819629157	6689.12692509118	144327.482131436	29989.6325123974	35936.9159444067	215.750082966441	181.048636437657	996.639577884177	581.54738086216	25702.9688952859
